,course_name,train_score,test_score,train_groundtruth,test_groundtruth,train_size,test_size,precision,recall,f1_score
201,PHYSICS120,0.6936936936936937,0.7,0.6936936936936937,0.7,111,40,0.7,1.0,0.8235294117647058
202,EE264,0.5294117647058824,0.5,0.5294117647058824,0.5,17,2,0.5,1.0,0.6666666666666666
203,EE364A,0.8163265306122449,0.92,0.8163265306122449,0.92,49,25,0.92,1.0,0.9583333333333334
204,ME113,0.9032258064516129,0.9655172413793104,0.9032258064516129,0.9655172413793104,155,29,0.9655172413793104,1.0,0.9824561403508771
205,EE180,0.7280701754385965,0.6875,0.7280701754385965,0.6875,114,32,0.6875,1.0,0.8148148148148148
206,CS161,0.7001499250374813,0.7384615384615385,0.5704647676161919,0.6707692307692308,1334,325,0.7714285714285715,0.8669724770642202,0.816414686825054
207,CS143,0.5838509316770186,0.5,0.5838509316770186,0.5,161,32,0.5,1.0,0.6666666666666666
208,PSYCH121,0.8181818181818182,0.6666666666666666,0.8181818181818182,0.6666666666666666,22,3,0.6666666666666666,1.0,0.8
209,BIOE103,0.686046511627907,0.7575757575757576,0.686046511627907,0.7575757575757576,86,33,0.7575757575757576,1.0,0.8620689655172413
210,PSYCH164,0.9772727272727273,1.0,0.9772727272727273,1.0,44,30,1.0,1.0,1.0
